00:00,0.003,4
01:00,0.003,3
02:00,0.003,2
03:00,0.04,6
04:00,0.075,7
05:00,0.093,13
06:00,0.105,19
07:00,0.15,22
08:00,0.191,23
09:00,0.123,20
10:00,0.104,18
11:00,0.089,10
12:00,0.081,8
13:00,0.09,11
14:00,0.089,9
15:00,0.09,12
16:00,0.093,14
17:00,0.102,16
18:00,0.104,17
19:00,0.14,21
20:00,0.2,24
21:00,0.093,15
22:00,0.007,5
23:00,0.001,1
